Title,Old Price,Discounted Price,Discount %,Link,Promo Note
Red Bull Energy Drink 4 Pack,9.29,5.99,35.5,https://www.woolworths.co.nz/shop/product-details/162609/red-bull-energy-drink,
Cadbury Chocolate Sharepack Flake 12 Pack,7,5.5,21.4,https://www.woolworths.co.nz/shop/product-details/304748/cadbury-chocolate-sharepack-flake,SAVE $1.50
Only Organic Baby Food Chicken Sweetcorn 120g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/132385/only-organic-baby-food-chicken-sweetcorn,SAVE $0.49
Gregg's Peppercorns Whole Black 35g,3.2,2.6,18.8,https://www.woolworths.co.nz/shop/product-details/265365/gregg-s-peppercorns-whole-black,SAVE $0.60
Wattie's Burger Sauce Classic 295mL,6.8,5.8,14.7,https://www.woolworths.co.nz/shop/product-details/61743/wattie-s-burger-sauce-classic,SAVE $1.00
Leggo's Pasta Sauce Roasted Garlic Tomato & Onion 500g,5.29,3.99,24.6,https://www.woolworths.co.nz/shop/product-details/451923/leggo-s-pasta-sauce-roasted-garlic-tomato-onion,
Arnott's Vita Weat Crispbread 9 Grains 250g,4,3.5,12.5,https://www.woolworths.co.nz/shop/product-details/97482/arnott-s-vita-weat-crispbread-9-grains,
Woolworths Baguette Rustic,3.5,3,14.3,https://www.woolworths.co.nz/shop/product-details/386982/woolworths-baguette-rustic,SAVE $0.50
Tasti Protein Bars Salted Caramel 225g,6.89,5.49,20.3,https://www.woolworths.co.nz/shop/product-details/238907/tasti-protein-bars-salted-caramel,SAVE $1.40
Obela Hummus Classic Smooth 220g,5.39,4.5,16.5,https://www.woolworths.co.nz/shop/product-details/765218/obela-hummus-classic-smooth,SAVE $0.89
Pump Water NZ Spring 750mL,2.99,2.5,16.4,https://www.woolworths.co.nz/shop/product-details/153622/pump-water-nz-spring,SAVE $0.49
Mother Earth Cashews Roasted & Salted 400g,13.99,11.9,14.9,https://www.woolworths.co.nz/shop/product-details/661141/mother-earth-cashews-roasted-salted,
Huggies Ultra Dry Nappy Pants Junior Boys 15kg+ Size 6 24 Pack,25,18,28.0,https://www.woolworths.co.nz/shop/product-details/568656/huggies-ultra-dry-nappy-pants-junior-boys-15kg-size-6,SAVE $7.00
Much Moore Awesome Ice Cream Goody Gumdrops 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/262408/much-moore-awesome-ice-cream-goody-gumdrops,SAVE $1.49
Manuka Doctor Forest Honey 500g,10.99,8.99,18.2,https://www.woolworths.co.nz/shop/product-details/173943/manuka-doctor-forest-honey,SAVE $2.00
Much Moore Ice Cream Awesome Foursome Cravings 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/799723/much-moore-ice-cream-awesome-foursome-cravings,SAVE $1.49
Kleenex Extra Care Tissues Eucalyptus 95 Pack,3.69,3.3,10.6,https://www.woolworths.co.nz/shop/product-details/79492/kleenex-extra-care-tissues-eucalyptus,SAVE $0.39
Libra Ultra Thin Pads Super With Wings 12 Pack,5.99,4.29,28.4,https://www.woolworths.co.nz/shop/product-details/18894/libra-ultra-thin-pads-super-with-wings,SAVE $1.70
Jif Cream Surface Cleaner Original 500mL,5.1,3.8,25.5,https://www.woolworths.co.nz/shop/product-details/91554/jif-cream-surface-cleaner-original,SAVE $1.30
Kinder Happy Hippo Cocoa Biscuit Multipack 5 Pack,5,3.99,20.2,https://www.woolworths.co.nz/shop/product-details/141691/kinder-happy-hippo-cocoa-biscuit-multipack,SAVE $1.01
Cinderella Potato Flakes Instant Mashed 225g,4.99,4.5,9.8,https://www.woolworths.co.nz/shop/product-details/270770/cinderella-potato-flakes-instant-mashed,SAVE $0.49
Skittles Sweets Cloudz Fruit 120g,6,2.99,1,https://www.woolworths.co.nz/shop/product-details/597847/skittles-sweets-cloudz-fruit,SAVE $3.01
RJ's Licorice Twist Rasberry Chocolate 280g,5.8,4.6,20.7,https://www.woolworths.co.nz/shop/product-details/355400/rj-s-licorice-twist-rasberry-chocolate,SAVE $1.20
Lisa's Hummus Smokey With Garlic 200g,5.19,3.99,23.1,https://www.woolworths.co.nz/shop/product-details/121564/lisa-s-hummus-smokey-with-garlic,
Red Bull Energy Drink Sugar Free 4 Pack,9.29,5.99,35.5,https://www.woolworths.co.nz/shop/product-details/226913/red-bull-energy-drink-sugar-free,
McCoy Fruit Drink Real Cranberry 1L,4.19,3,28.4,https://www.woolworths.co.nz/shop/product-details/270210/mccoy-fruit-drink-real-cranberry,SAVE $1.19
Chef Classic Wet Cat Food Classic Loaf Mixed Selection 12x100g,12,8.99,25.1,https://www.woolworths.co.nz/shop/product-details/268489/chef-classic-wet-cat-food-classic-loaf-mixed-selection,SAVE $3.01
Lea & Perrins Worcestershire Sauce 290mL,6.8,6,11.8,https://www.woolworths.co.nz/shop/product-details/252148/lea-perrins-worcestershire-sauce,SAVE $0.80
Protex Antibacterial Bar Soap Fresh Value Pack 3 Pack x 90g,5.79,3.29,43.2,https://www.woolworths.co.nz/shop/product-details/709503/protex-antibacterial-bar-soap-fresh-value-pack,SAVE $2.50
Chicago Pizza Mini Meatball & Bacon 150g,2.7,2,25.9,https://www.woolworths.co.nz/shop/product-details/579058/chicago-pizza-mini-meatball-bacon,SAVE $0.70
Cadbury Chocolate Sharepack Moro 12 Pack,7,5.5,21.4,https://www.woolworths.co.nz/shop/product-details/881517/cadbury-chocolate-sharepack-moro,SAVE $1.50
Lisa's Hummus Chargrilled Capsicum 200g,5.19,3.99,23.1,https://www.woolworths.co.nz/shop/product-details/274485/lisa-s-hummus-chargrilled-capsicum,
Bulla Frozen Yoghurt On Stick Minis 14 Pack,10.49,8,23.7,https://www.woolworths.co.nz/shop/product-details/279664/bulla-frozen-yoghurt-on-stick-minis,SAVE $2.49
Emma Jane's Garlic Bread 400g,5.5,4.8,12.7,https://www.woolworths.co.nz/shop/product-details/343243/emma-jane-s-garlic-bread,SAVE $0.70
Leader Burger Patties BBQ 1kg,17.3,15.5,10.4,https://www.woolworths.co.nz/shop/product-details/6045946/leader-burger-patties-bbq,SAVE $1.80
FreshLife Sunflower Seeds 350g,4.29,3.85,10.3,https://www.woolworths.co.nz/shop/product-details/282010/freshlife-sunflower-seeds,SAVE $0.44
Exit Mould Remover Cleaning Spray 500mL,10,6,40.0,https://www.woolworths.co.nz/shop/product-details/31795/exit-mould-remover-cleaning-spray,SAVE $4.00
Proper Crisps Chips Cider Vinegar & Sea Salt 140g,5.89,4,32.1,https://www.woolworths.co.nz/shop/product-details/841215/proper-crisps-chips-cider-vinegar-sea-salt,
Weet-Bix Gluten Free Breakfast Cereal 375g,7.79,7,10.1,https://www.woolworths.co.nz/shop/product-details/794875/weet-bix-gluten-free-breakfast-cereal,
Simply Canola Oil Canola 2L,11.3,8.99,20.4,https://www.woolworths.co.nz/shop/product-details/274947/simply-canola-oil-canola,SAVE $2.31
Lipton Ice Tea Peach 1.5L,5.49,4,27.1,https://www.woolworths.co.nz/shop/product-details/305224/lipton-ice-tea-peach,SAVE $1.49
Huggies Drynites Girl 4-7 Years 9 Pack,11.99,11,8.3,https://www.woolworths.co.nz/shop/product-details/213891/huggies-drynites-girl-4-7-years,SAVE $0.99
Uncle Tobys Oats Quick Sachets Berry Variety 350g,6.39,5,21.8,https://www.woolworths.co.nz/shop/product-details/147406/uncle-tobys-oats-quick-sachets-berry-variety,
The Happy Snack Company Bean Snacks Roasted Chic Peas 150g 6 x 25g Packs,5.99,5.3,11.5,https://www.woolworths.co.nz/shop/product-details/927881/the-happy-snack-company-bean-snacks-roasted-chic-peas-150g,
Purina One Adult Dry Dog Food Chicken & Rice 2.5kg,28.99,18.69,35.5,https://www.woolworths.co.nz/shop/product-details/6006008/purina-one-adult-dry-dog-food-chicken-rice,SAVE $10.30
Superior Chunky Dog Treats Beef Chews 5x60g,7.39,4.89,33.8,https://www.woolworths.co.nz/shop/product-details/129438/superior-chunky-dog-treats-beef-chews,SAVE $2.50
Nongshim Instant Noodles Shinramen Multi Pack 600g,9.79,9.09,7.2,https://www.woolworths.co.nz/shop/product-details/785977/nongshim-instant-noodles-shinramen-multi-pack,SAVE $0.70
Mainland Feta Cheese Creamy 200g,7.29,5.99,17.8,https://www.woolworths.co.nz/shop/product-details/486016/mainland-feta-cheese-creamy,SAVE $1.30
Farmland Streaky Bacon Thin Sliced 500g,15.79,12.9,18.3,https://www.woolworths.co.nz/shop/product-details/255128/farmland-streaky-bacon-thin-sliced,SAVE $2.89
Huggie Fabric Softener Classic Blue 2L,8.9,6,32.6,https://www.woolworths.co.nz/shop/product-details/730657/huggie-fabric-softener-classic-blue,SAVE $2.90
Only Organic Stage 2 Baby Food Wild Rice Risotto & Lamb 120g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/710423/only-organic-stage-2-baby-food-wild-rice-risotto-lamb,SAVE $0.49
Dairyworks Cheese Slices Cheddar 200g,6.19,5,19.2,https://www.woolworths.co.nz/shop/product-details/681781/dairyworks-cheese-slices-cheddar,SAVE $1.19
Lipton Ice Tea Peach No Sugar 1.5L,5.49,4,27.1,https://www.woolworths.co.nz/shop/product-details/221667/lipton-ice-tea-peach-no-sugar,
Elastoplast Plasters Flexible Fabric Strips 40 Pack,5.69,4.69,17.6,https://www.woolworths.co.nz/shop/product-details/137592/elastoplast-plasters-flexible-fabric-strips,SAVE $1.00
First Light Burger Patties Wagyu Beef 400g,13.49,12.1,10.3,https://www.woolworths.co.nz/shop/product-details/661790/first-light-burger-patties-wagyu-beef,SAVE $1.39
Arnott's Mint Slice Biscuits Mint Slice 200g,4.49,4,10.9,https://www.woolworths.co.nz/shop/product-details/36215/arnott-s-mint-slice-biscuits-mint-slice,
Dettol Concentrated Laundry Sanitiser Antibacterial Eucalyptus 1.5L,18.99,15,21.0,https://www.woolworths.co.nz/shop/product-details/133145/dettol-concentrated-laundry-sanitiser-antibacterial-eucalyptus,SAVE $3.99
Colgate Total Antibacterial Toothpaste Original 115g,5.79,4.49,22.5,https://www.woolworths.co.nz/shop/product-details/819773/colgate-total-antibacterial-toothpaste-original,SAVE $1.30
Mainland Buttersoft Butter 225g,9.99,8.6,13.9,https://www.woolworths.co.nz/shop/product-details/3979/mainland-buttersoft-butter,SAVE $1.39
Gregg's Paprika Ground 40g,3.2,2.6,18.8,https://www.woolworths.co.nz/shop/product-details/265245/gregg-s-paprika-ground,SAVE $0.60
Cadbury Chocolate Sharepack Freddo Party 18 Pack,7.5,6.5,13.3,https://www.woolworths.co.nz/shop/product-details/136391/cadbury-chocolate-sharepack-freddo-party,SAVE $1.00
Whittaker's Chocolate Dark Salted Caramel 62% 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/690897/whittaker-s-chocolate-dark-salted-caramel-62,SAVE $1.00
Robert Harris Coffee Pods Italian Espresso 10 Pack,9.19,6.3,31.4,https://www.woolworths.co.nz/shop/product-details/922480/robert-harris-coffee-pods-italian-espresso,SAVE $2.89
Flora Spread Light 500g,4.95,4.4,11.1,https://www.woolworths.co.nz/shop/product-details/47649/flora-spread-light,
Arnott's Jatz Crackers Gluten Free 130g,5,4.5,10.0,https://www.woolworths.co.nz/shop/product-details/612774/arnott-s-jatz-crackers-gluten-free,
Farrah's Tortillas Low Carb 6 Inch 10 pack,6.99,5.49,21.5,https://www.woolworths.co.nz/shop/product-details/243761/farrah-s-tortillas-low-carb-6-inch,SAVE $1.50
The Greater Good Pukekohe Wedges Seasoned 750g,5.2,4.5,13.5,https://www.woolworths.co.nz/shop/product-details/231231/the-greater-good-pukekohe-wedges-seasoned,SAVE $0.70
Just Juice Splash Fruit Drink Tropical 125ml 8 Pack,7.99,7,12.4,https://www.woolworths.co.nz/shop/product-details/770187/just-juice-splash-fruit-drink-tropical-125ml,
Mountain Dew Soft Drink 1.5L,4.49,2.99,33.4,https://www.woolworths.co.nz/shop/product-details/271605/mountain-dew-soft-drink,SAVE $1.50
Chesdale Cheese Slices Chives 250g,4.99,3.9,21.8,https://www.woolworths.co.nz/shop/product-details/281902/chesdale-cheese-slices-chives,SAVE $1.09
Kinder Chocolate Bar Snack Size 21g,1.2,1,16.7,https://www.woolworths.co.nz/shop/product-details/253845/kinder-chocolate-bar-snack-size,SAVE $0.20
Chobani Flip Greek Yoghurt Mint Chocolate Chip 140g,3.9,2.99,23.3,https://www.woolworths.co.nz/shop/product-details/611904/chobani-flip-greek-yoghurt-mint-chocolate-chip,SAVE $0.91
So Good Oat Milk High Protein 1L,4.99,3.99,20.0,https://www.woolworths.co.nz/shop/product-details/79407/so-good-oat-milk-high-protein,
Persil Front & Top Loader Laundry Powder Ultimate 1kg,11.5,10,13.0,https://www.woolworths.co.nz/shop/product-details/468303/persil-front-top-loader-laundry-powder-ultimate,SAVE $1.50
Whiskas Wet Cat Food Mixed Favourites In Gravy 18x85g,17.2,14.3,16.9,https://www.woolworths.co.nz/shop/product-details/611729/whiskas-wet-cat-food-mixed-favourites-in-gravy,SAVE $2.90
Maggi Instant Gravy Mix Rich Brown 28g,1.29,1,22.5,https://www.woolworths.co.nz/shop/product-details/270688/maggi-instant-gravy-mix-rich-brown,
Romano's Pizza BBQ Chicken 400g,5,4.4,12.0,https://www.woolworths.co.nz/shop/product-details/782359/romano-s-pizza-bbq-chicken,SAVE $0.60
Nescafe Coffee Sachets Mocha 10 Pack,7.92,4.69,40.8,https://www.woolworths.co.nz/shop/product-details/226106/nescafe-coffee-sachets-mocha,
Pumped Water Lime Rush 750mL,2.99,2.5,16.4,https://www.woolworths.co.nz/shop/product-details/325530/pumped-water-lime-rush,SAVE $0.49
Huntley & Palmers Crackers Sesameal Original 200g,4.45,3,32.6,https://www.woolworths.co.nz/shop/product-details/312759/huntley-palmers-crackers-sesameal-original,
Sunrice Brown Rice Calrose Medium Grain 1kg,4.45,3.2,28.1,https://www.woolworths.co.nz/shop/product-details/94536/sunrice-brown-rice-calrose-medium-grain,SAVE $1.25
Anathoth Farm Strawberry Jam 455g,6.99,6.29,10.0,https://www.woolworths.co.nz/shop/product-details/269903/anathoth-farm-strawberry-jam,SAVE $0.70
Dettol Washing Machine Cleaner Citrus Burst 250mL,8.99,5,44.4,https://www.woolworths.co.nz/shop/product-details/123033/dettol-washing-machine-cleaner-citrus-burst,SAVE $3.99
Lee Kum Kee Panda Brand Asian Oyster Sauce 255g,5.4,4.6,14.8,https://www.woolworths.co.nz/shop/product-details/65404/lee-kum-kee-panda-brand-asian-oyster-sauce,SAVE $0.80
Treasures Dry & Snug Nappy Pants Junior 16kg+ Convenience 14 Pack,11.5,9,21.7,https://www.woolworths.co.nz/shop/product-details/293754/treasures-dry-snug-nappy-pants-junior-16kg-convenience,SAVE $2.50
Sealord Sensations Tuna Tomato & Basil 185g,4.5,3.49,22.4,https://www.woolworths.co.nz/shop/product-details/201372/sealord-sensations-tuna-tomato-basil,
Stoneleigh Sauvignon Blanc Marlborough 750mL,,12.99,,https://www.woolworths.co.nz/shop/product-details/900044/stoneleigh-sauvignon-blanc-marlborough,Special
Hummingbird Coffee Plunger Oomph! Organic Fair Trade,12.59,9.79,22.2,https://www.woolworths.co.nz/shop/product-details/266819/hummingbird-coffee-plunger-oomph-organic-fair-trade,SAVE $2.80
Pringles Chips Salt & Vinegar 53g,3.39,1.69,1,https://www.woolworths.co.nz/shop/product-details/480249/pringles-chips-salt-vinegar,
Hellers Sausages Cheese & Bacon Precooked 1kg,,13.49,,https://www.woolworths.co.nz/shop/product-details/761618/hellers-sausages-cheese-bacon-precooked,2 for $20.00
Much Moore Ice Cream Awesome Chocolate Cookies 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/6038844/much-moore-ice-cream-awesome-chocolate-cookies,SAVE $1.49
Starbucks by Nespresso Coffee Pods House Blend Lungo 57g,11.49,8.5,26.0,https://www.woolworths.co.nz/shop/product-details/59706/starbucks-by-nespresso-coffee-pods-house-blend-lungo,SAVE $2.99
Oscar Wet Cat Food Ocean Menus Jelly 12x85g,14.2,9.89,30.4,https://www.woolworths.co.nz/shop/product-details/390488/oscar-wet-cat-food-ocean-menus-jelly,SAVE $4.31
The Natural Confectionery Co. Lollies Mini Dinosaurs 80g,2.5,1.5,40.0,https://www.woolworths.co.nz/shop/product-details/6056552/the-natural-confectionery-co-lollies-mini-dinosaurs,
Lee Kum Kee Soy Sauce Premium 500mL,5.79,5,13.6,https://www.woolworths.co.nz/shop/product-details/198763/lee-kum-kee-soy-sauce-premium,SAVE $0.79
Tuffy Wipes XLarge Antibacterial 40 Pack,5.19,4.19,19.3,https://www.woolworths.co.nz/shop/product-details/909177/tuffy-wipes-xlarge-antibacterial,SAVE $1.00
Alpine Grated Cheese Melty Blend 750g,15.99,12.69,20.6,https://www.woolworths.co.nz/shop/product-details/6071691/alpine-grated-cheese-melty-blend,SAVE $3.30
Only Organic Stage 1 Baby Food Pear & Mango 120g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/372443/only-organic-stage-1-baby-food-pear-mango,SAVE $0.49
Sealord Tuna Olive Oil Blend 185g,4.5,3.49,22.4,https://www.woolworths.co.nz/shop/product-details/6023768/sealord-tuna-olive-oil-blend,
Nestle Bakers' Choice Bits White Chocolate 200g,7.69,5.49,28.6,https://www.woolworths.co.nz/shop/product-details/490083/nestle-bakers-choice-bits-white-chocolate,
Diamond Rice Risotto Chicken 200g,3.69,3.5,5.1,https://www.woolworths.co.nz/shop/product-details/269566/diamond-rice-risotto-chicken,SAVE $0.19
Arnott's Gold Seeded Crackers Sea Salt Gluten Free 100g,5,4.5,10.0,https://www.woolworths.co.nz/shop/product-details/498719/arnott-s-gold-seeded-crackers-sea-salt-gluten-free,
Meadow Fresh Kalo Greek Yoghurt Black Doris Plum 800g,9.65,8.65,10.4,https://www.woolworths.co.nz/shop/product-details/280284/meadow-fresh-kalo-greek-yoghurt-black-doris-plum,
Four'N Twenty Frozen Pie Angus Beef Cheese & Bacon 700g,12.99,8.99,30.8,https://www.woolworths.co.nz/shop/product-details/88747/four-n-twenty-frozen-pie-angus-beef-cheese-bacon,SAVE $4.00
Tip Top Trumpet Vegan Frozen Dessert Chocolate Gluten Free Cone 4 Pack,9.49,5.99,36.9,https://www.woolworths.co.nz/shop/product-details/116518/tip-top-trumpet-vegan-frozen-dessert-chocolate-gluten-free-cone,SAVE $3.50
Flemings Snacker Muesli Bars Hokey Pokey 162g,3.79,2.69,29.0,https://www.woolworths.co.nz/shop/product-details/6000229/flemings-snacker-muesli-bars-hokey-pokey,
Campbell's Real Stock Beef Stock Liquid 250mL,2.85,2.6,8.8,https://www.woolworths.co.nz/shop/product-details/749885/campbell-s-real-stock-beef-stock-liquid,
Kikkoman Teriyaki Sauce Thick 240g,5.69,4.69,17.6,https://www.woolworths.co.nz/shop/product-details/234226/kikkoman-teriyaki-sauce-thick,SAVE $1.00
Fancy Feast Classic Pate Wet Cat Food Beef & Liver 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/268521/fancy-feast-classic-pate-wet-cat-food-beef-liver,SAVE $0.50
Cadbury Chocolate Sharepack Picnic 12 Pack,7,5.5,21.4,https://www.woolworths.co.nz/shop/product-details/829163/cadbury-chocolate-sharepack-picnic,SAVE $1.50
Patties Sausage Rolls Original Beef 450g,8.69,4.99,42.6,https://www.woolworths.co.nz/shop/product-details/30748/patties-sausage-rolls-original-beef,SAVE $3.70
Arnott's Cracker Chips Honey Soy Chicken 150g,4.29,3,30.1,https://www.woolworths.co.nz/shop/product-details/855455/arnott-s-cracker-chips-honey-soy-chicken,
Wattie's Frozen Meal Sweet & Sour Pork 250g,6.3,3.59,43.0,https://www.woolworths.co.nz/shop/product-details/270087/wattie-s-frozen-meal-sweet-sour-pork,
Whittaker's Chocolate Hazelnut 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/266868/whittaker-s-chocolate-hazelnut,SAVE $1.00
V Sugar Free Energy Drink 350mL,3.99,2.49,37.6,https://www.woolworths.co.nz/shop/product-details/195828/v-sugar-free-energy-drink,
Anathoth Farm Relish Tomato 390g,6.99,5.99,14.3,https://www.woolworths.co.nz/shop/product-details/772348/anathoth-farm-relish-tomato,SAVE $1.00
Karicare Toddler Milk Drink Stage 3 From 12 Months 900g,22.99,21,8.7,https://www.woolworths.co.nz/shop/product-details/743687/karicare-toddler-milk-drink-stage-3-from-12-months,SAVE $1.99
Harvest Pasta Sauce Traditional 420g,3,2.6,13.3,https://www.woolworths.co.nz/shop/product-details/6019208/harvest-pasta-sauce-traditional,
Farrah's Tortillas Low Carb Ultra Keto Small 8 pack,6.99,5.49,21.5,https://www.woolworths.co.nz/shop/product-details/901500/farrah-s-tortillas-low-carb-ultra-keto-small,SAVE $1.50
McCain Ham & Pineapple Pizza Family 500g,8.79,6.39,27.3,https://www.woolworths.co.nz/shop/product-details/81803/mccain-ham-pineapple-pizza-family,
Rokeby Protein Smoothie Choc Honeycomb 425mL,5.45,3.99,26.8,https://www.woolworths.co.nz/shop/product-details/121532/rokeby-protein-smoothie-choc-honeycomb,SAVE $1.46
Rebel Bakehouse Wraps Capsicum & Garlic 378g,5.99,5.3,11.5,https://www.woolworths.co.nz/shop/product-details/6049693/rebel-bakehouse-wraps-capsicum-garlic,
Oreo Biscuits Gluten Free 95g,4.5,3.99,11.3,https://www.woolworths.co.nz/shop/product-details/6071830/oreo-biscuits-gluten-free,
Dine Perfect Portions Wet Cat Food Cuts In Gravy Succulent Chick 2x37.5g,2.29,1.9,17.0,https://www.woolworths.co.nz/shop/product-details/807544/dine-perfect-portions-wet-cat-food-cuts-in-gravy-succulent-chick,SAVE $0.39
Arnott's Digestives Chocolate Biscuits Milk 200g,4.49,3.99,11.1,https://www.woolworths.co.nz/shop/product-details/111051/arnott-s-digestives-chocolate-biscuits-milk,SAVE $0.50
Skittles Giants Filled 125g,6,2.99,1,https://www.woolworths.co.nz/shop/product-details/6064911/skittles-giants-filled,SAVE $3.01
Avalanche Chai Latte 99% Sugar Free 200g,6.99,5.6,19.9,https://www.woolworths.co.nz/shop/product-details/159190/avalanche-chai-latte-99-sugar-free,SAVE $1.39
Chicken Tonight Meal Base Cooking Sauce Sweet & Sour 520g,4.49,3.9,13.1,https://www.woolworths.co.nz/shop/product-details/279349/chicken-tonight-meal-base-cooking-sauce-sweet-sour,SAVE $0.59
Mrs Rogers Peppercorns Gourmet Mix 44g,3.1,2.5,19.4,https://www.woolworths.co.nz/shop/product-details/171917/mrs-rogers-peppercorns-gourmet-mix,SAVE $0.60
Whiskas Dry Cat Food Chicken & Rabbit 1.8kg,17.99,12.99,27.8,https://www.woolworths.co.nz/shop/product-details/757650/whiskas-dry-cat-food-chicken-rabbit,SAVE $5.00
Harvest Snaps Pea Crisps Salt & Vinegar 90g,5,3.5,30.0,https://www.woolworths.co.nz/shop/product-details/265706/harvest-snaps-pea-crisps-salt-vinegar,
Mingle All Natural Seasoning Shaker Bagel 50g,5.9,4.7,20.3,https://www.woolworths.co.nz/shop/product-details/255379/mingle-all-natural-seasoning-shaker-bagel,SAVE $1.20
Pepsi Max Soft Drink 10 Pack,15.99,12,25.0,https://www.woolworths.co.nz/shop/product-details/898449/pepsi-max-soft-drink,SAVE $3.99
Pepsi Max Soft Drink Raspberry Cola 1.5L,4.49,2.99,33.4,https://www.woolworths.co.nz/shop/product-details/878585/pepsi-max-soft-drink-raspberry-cola,SAVE $1.50
Tatua Dairy Whip Cream Whipped 400g,8.25,7.3,11.5,https://www.woolworths.co.nz/shop/product-details/282814/tatua-dairy-whip-cream-whipped,SAVE $0.95
"Only Organic Stage 2 Baby Food Pear, Apple & Banana 120g",2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/333289/only-organic-stage-2-baby-food-pear-apple-banana,SAVE $0.49
Much Moore Awesome Ice Cream Cookies & Cream 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/239634/much-moore-awesome-ice-cream-cookies-cream,SAVE $1.49
Cadbury Chocolate Caramilk 315g,9.9,6.49,34.4,https://www.woolworths.co.nz/shop/product-details/153145/cadbury-chocolate-caramilk,SAVE $3.41
Chobani No Sugar Added Yoghurt Single Vanilla 100g,2.4,2,16.7,https://www.woolworths.co.nz/shop/product-details/6012998/chobani-no-sugar-added-yoghurt-single-vanilla,
Leggo's Pasta Bake Creamy Tomato & Mozzarella 500g,5.29,3.99,24.6,https://www.woolworths.co.nz/shop/product-details/452050/leggo-s-pasta-bake-creamy-tomato-mozzarella,
Glow Lab Body Wash Coconut And Sandalwood 900mL,19.39,10.99,43.3,https://www.woolworths.co.nz/shop/product-details/43760/glow-lab-body-wash-coconut-and-sandalwood,SAVE $8.40
Juicy Dumplings Chicken & Ginger 450g,6.79,5.8,14.6,https://www.woolworths.co.nz/shop/product-details/322703/juicy-dumplings-chicken-ginger,SAVE $0.99
Fresh'n Fruity Yoghurt Tub Apricot 1kg,6.25,4.99,20.2,https://www.woolworths.co.nz/shop/product-details/61980/fresh-n-fruity-yoghurt-tub-apricot,
V Energy Drink Raspberry Lemonade 500mL,4.24,2.49,41.3,https://www.woolworths.co.nz/shop/product-details/82413/v-energy-drink-raspberry-lemonade,
Wattie's Tomato Sauce Lite Reduced Salt 560g,5,4,20.0,https://www.woolworths.co.nz/shop/product-details/270377/wattie-s-tomato-sauce-lite-reduced-salt,
Hummingbird Espresso Grind Oomph! Organic Fair Trade,12.59,9.79,22.2,https://www.woolworths.co.nz/shop/product-details/266818/hummingbird-espresso-grind-oomph-organic-fair-trade,SAVE $2.80
Whittaker's Chocolate Berry Forest 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/105472/whittaker-s-chocolate-berry-forest,SAVE $1.00
Fancy Feast Classic Pate Wet Cat Food Turkey & Giblets 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/268240/fancy-feast-classic-pate-wet-cat-food-turkey-giblets,SAVE $0.50
Pascall Lollies Mint Imperials 150g,2.95,1.99,32.5,https://www.woolworths.co.nz/shop/product-details/819016/pascall-lollies-mint-imperials,SAVE $0.96
Up&Go Liquid Breakfast Caramel Protein 12 x 250mL,21.49,18.99,11.6,https://www.woolworths.co.nz/shop/product-details/6016107/up-go-liquid-breakfast-caramel-protein,
Huntley & Palmers Wholegrain Crackers 8 Grains 250g,4.45,3,32.6,https://www.woolworths.co.nz/shop/product-details/705375/huntley-palmers-wholegrain-crackers-8-grains,
Uncle Tobys Roll-Ups Fruit Snack Fun Prints Strawberry 94g,5.49,4,27.1,https://www.woolworths.co.nz/shop/product-details/324231/uncle-tobys-roll-ups-fruit-snack-fun-prints-strawberry,
Rexona Men Advanced Protection Sport All Blacks Antiperspirant 220mL,9.99,6.49,35.0,https://www.woolworths.co.nz/shop/product-details/79187/rexona-men-advanced-protection-sport-all-blacks-antiperspirant,SAVE $3.50
L&P Soft Drink Lemon & Paeroa 2.25L,5.39,3.79,29.7,https://www.woolworths.co.nz/shop/product-details/271683/l-p-soft-drink-lemon-paeroa,
Arnott's crackers 120g,4.3,3,30.2,https://www.woolworths.co.nz/shop/product-details/6060034/arnott-s-shapes-light-crispy-crackers-honey-soy-chicken,
Fabulicious Raspberry Twister 200g,3.79,2.49,34.3,https://www.woolworths.co.nz/shop/product-details/53924/fabulicious-raspberry-twister,SAVE $1.30
Tasti Cookie Dough Bar Choc Chip 175g,5.3,4.5,15.1,https://www.woolworths.co.nz/shop/product-details/6067090/tasti-cookie-dough-bar-choc-chip,
Woolworths Snack Mix Cranberry Nut Medley 500g,15,10,33.3,https://www.woolworths.co.nz/shop/product-details/494103/woolworths-snack-mix-cranberry-nut-medley,
Woolworths Jasmine Rice Microwave 250g,2.75,2.49,9.5,https://www.woolworths.co.nz/shop/product-details/360346/woolworths-jasmine-rice-microwave,
